experiment,parameter_key,category,current_value,n_runs,modal_decision,agreement,change_rate,change_rate_ci95,entropy_bits,n_change,n_keep,n_verify,distinct_suggested_values,suggested_values
real_gpt56sol_med_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_gpt56sol_med_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.00_00,profile,0.6 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.05_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.06_00,profile,0.8 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.10_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.16_00,profile,0.5 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.18_00,profile,0.6 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.basal.19_00,profile,0.7 U/h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.cr.00_00,profile,13 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.cr.04_00,profile,11.1 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.cr.08_00,profile,13.2 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.cr.16_00,profile,10.5 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.cr.20_00,profile,12.6 g/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.isf.00_00,profile,56 mg/dL/U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.target.00_00,profile,90 mg/dL,50,keep,0.8,0.2,0.112–0.33,0.7219,10,40,0,1,100 mg/dl x10
real_grok46_50,profile.target.08_00,profile,100 mg/dL,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,profile.target.23_00,profile,90 mg/dL,50,keep,0.88,0.12,0.056–0.238,0.5294,6,44,0,1,100 mg/dl x6
real_grok46_50,profile.dia,profile,10 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_grok46_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,50,keep,1.0,0.0,0.0–0.071,-0.0,0,50,0,0,
real_haiku45_50,profile.basal.00_00,profile,0.6 U/h,20,keep,0.85,0.15,0.052–0.36,0.6098,3,17,0,2,0.5 u/h x2 | 0.55 u/h x1
real_haiku45_50,profile.basal.05_00,profile,0.7 U/h,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.basal.06_00,profile,0.8 U/h,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.basal.10_00,profile,0.7 U/h,20,keep,0.5,0.5,0.299–0.701,1.0,10,10,0,5,0.8 u/h x4 | 0.85 u/h x3 | 0.85–0.95 u/h x1 | 0.8–0.85 u/h x1 | 0.7 u/h x1
real_haiku45_50,profile.basal.16_00,profile,0.5 U/h,20,keep,0.65,0.35,0.181–0.567,0.9341,7,13,0,5,0.6 u/h x3 | 0.7–0.75 u/h x1 | 0.65 x1 | 0.7 u/h x1 | 0.8 u/h x1
real_haiku45_50,profile.basal.18_00,profile,0.6 U/h,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.basal.19_00,profile,0.7 U/h,20,keep,0.95,0.05,0.009–0.236,0.2864,1,19,0,1,0.6 u/h x1
real_haiku45_50,profile.cr.00_00,profile,13 g/U,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.cr.04_00,profile,11.1 g/U,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.cr.08_00,profile,13.2 g/U,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.cr.16_00,profile,10.5 g/U,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.cr.20_00,profile,12.6 g/U,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.isf.00_00,profile,56 mg/dL/U,20,keep,0.9,0.1,0.028–0.301,0.469,2,18,0,2,110 mg/dl/u x1 | 50 mg/dl/u x1
real_haiku45_50,profile.target.00_00,profile,90 mg/dL,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.target.08_00,profile,100 mg/dL,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.target.23_00,profile,90 mg/dL,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,profile.dia,profile,10 h,20,keep,0.95,0.05,0.009–0.236,0.2864,1,19,0,1,6.0–7.0 h x1
real_haiku45_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,20,keep,0.95,0.0,0.0–0.161,0.2864,0,19,1,0,
real_haiku45_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,20,keep,1.0,0.0,0.0–0.161,-0.0,0,20,0,0,
real_haiku45_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,20,keep,0.9,0.05,0.009–0.236,0.569,1,18,1,1,max_basal_u_per_hour=12 u/h; max_iob_units=20 u x1
real_haiku45_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,20,keep,0.9,0.0,0.0–0.161,0.469,0,18,2,0,
real_haiku45_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,20,keep,0.8,0.1,0.028–0.301,0.9219,2,16,2,2,min_5m_carbimpact=12–15 mg/dl/5 min; meal_max_absorption_hours=7 h x1 | min_5m_carbimpact=5 mg/dl/5 min; meal_max_absorption_hours=7 h x1
real_llama4maverick_50,profile.basal.00_00,profile,0.6 U/h,44,change,0.523,0.523,0.379–0.662,0.9985,23,21,0,3,0.65 u/h x16 | 0.55 u/h x5 | 0.55 x2
real_llama4maverick_50,profile.basal.05_00,profile,0.7 U/h,44,keep,0.977,0.023,0.004–0.118,0.1565,1,43,0,1,0.65 u/h x1
real_llama4maverick_50,profile.basal.06_00,profile,0.8 U/h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.basal.10_00,profile,0.7 U/h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.basal.16_00,profile,0.5 U/h,44,keep,0.977,0.023,0.004–0.118,0.1565,1,43,0,1,0.6 u/h x1
real_llama4maverick_50,profile.basal.18_00,profile,0.6 U/h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.basal.19_00,profile,0.7 U/h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.cr.00_00,profile,13 g/U,44,keep,0.955,0.045,0.013–0.151,0.2668,2,42,0,1,12.5 g/u x2
real_llama4maverick_50,profile.cr.04_00,profile,11.1 g/U,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.cr.08_00,profile,13.2 g/U,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.cr.16_00,profile,10.5 g/U,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.cr.20_00,profile,12.6 g/U,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.isf.00_00,profile,56 mg/dL/U,44,keep,0.909,0.091,0.036–0.212,0.4395,4,40,0,2,50 mg/dl/u x3 | 55 mg/dl/u x1
real_llama4maverick_50,profile.target.00_00,profile,90 mg/dL,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.target.08_00,profile,100 mg/dL,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.target.23_00,profile,90 mg/dL,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,profile.dia,profile,10 h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,44,change,0.568,0.568,0.422–0.703,0.9865,25,19,0,11,"max_basal_u_per_hour=12 u/h; max_iob_units=15 u x10 | max_basal_u_per_hour=12 u/h; max_iob_units=20 u x4 | {""max_iob_units"": 15} x3 | {""max_basal_u_per_hour"": 12, ""max_iob_units"": 15} x1 | max_iob_units=20 x1 | {""max_basal_u_per_hour"": 6, ""max_iob_units"": 10} x1 | max_iob_units=20 u x1 | {""max_iob_units"": 20} x1 | {""max_iob_units"": 15, ""max_basal_u_per_hour"": 6} x1 | max_basal_u_per_hour=10 u/h; max_iob_units=25 u x1 | max_iob_units=15 u x1"
real_llama4maverick_50,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_llama4maverick_50,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,44,keep,1.0,0.0,0.0–0.08,-0.0,0,44,0,0,
real_opus5,profile.basal.00_00,profile,0.6 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.05_00,profile,0.7 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.06_00,profile,0.8 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.10_00,profile,0.7 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.16_00,profile,0.5 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.18_00,profile,0.6 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.basal.19_00,profile,0.7 U/h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.cr.00_00,profile,13 g/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.cr.04_00,profile,11.1 g/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.cr.08_00,profile,13.2 g/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.cr.16_00,profile,10.5 g/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.cr.20_00,profile,12.6 g/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.isf.00_00,profile,56 mg/dL/U,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.target.00_00,profile,90 mg/dL,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.target.08_00,profile,100 mg/dL,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.target.23_00,profile,90 mg/dL,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,profile.dia,profile,10 h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_opus5,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,11,keep,0.636,0.364,0.152–0.646,0.9457,4,7,0,2,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=15 min x3 | smb_interval_minutes=5 to 8 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min x1
real_opus5,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,11,change,0.909,0.909,0.623–0.984,0.4395,10,1,0,8,"max_basal_u_per_hour=12 u/h; max_iob_units=8 u x3 | max_basal_u_per_hour=12 u/h; max_iob_units=7 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=8 to 10 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units=6 to 8 u for review with the care team x1 | max_basal_u_per_hour=4 u/h; max_iob_units=8 u x1 | max_basal_u_per_hour=12 u/h unchanged; max_iob_units reduced from 25 u to a care-team-agreed ceiling clearly above routine operating iob and far below 25 u, for example in the region of 8 to 10 u if total daily dose is confirmed near 20 u per day x1 | max_basal_u_per_hour=5 u/h; max_iob_units=10 u x1 | max_basal_u_per_hour=12 u/h; max_iob_units in the region of 8 to 10 u, to be agreed with the care team x1"
real_opus5,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,11,keep,0.818,0.182,0.051–0.477,0.684,2,9,0,2,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=55 to 60 % x1 | autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=60 % x1
real_opus5,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,11,keep,1.0,0.0,0.0–0.259,-0.0,0,11,0,0,
real_sonnet5_20,profile.basal.00_00,profile,0.6 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.basal.05_00,profile,0.7 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.basal.06_00,profile,0.8 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.basal.10_00,profile,0.7 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.basal.16_00,profile,0.5 U/h,19,keep,0.947,0.053,0.009–0.246,0.2975,1,18,0,1,"approximately 0.6 u/h (modest increase, verify stepwise) x1"
real_sonnet5_20,profile.basal.18_00,profile,0.6 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.basal.19_00,profile,0.7 U/h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.cr.00_00,profile,13 g/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.cr.04_00,profile,11.1 g/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.cr.08_00,profile,13.2 g/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.cr.16_00,profile,10.5 g/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.cr.20_00,profile,12.6 g/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.isf.00_00,profile,56 mg/dL/U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.target.00_00,profile,90 mg/dL,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.target.08_00,profile,100 mg/dL,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.target.23_00,profile,90 mg/dL,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,profile.dia,profile,10 h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.smb_uam,aaps,smb_enabled=true; uam_enabled=true,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.smb_activation,aaps,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.smb_delivery,aaps,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.safety_limits,aaps,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.sensitivity,aaps,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
real_sonnet5_20,aaps.core.carb_absorption,aaps,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,19,keep,1.0,0.0,0.0–0.168,-0.0,0,19,0,0,
