experiment,run_id,parameter_key,category,in_inventory,current_value,decision,suggested_value,rationale
real_llama4maverick_50,run_013,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"ISF is appropriate, but further verification is needed with meal logging."
real_llama4maverick_50,run_013,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"Target is appropriate, evidence from overnight glucose patterns."
real_llama4maverick_50,run_013,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"Target is appropriate, evidence from daytime glucose patterns."
real_llama4maverick_50,run_013,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"Target is appropriate, evidence from overnight glucose patterns."
real_llama4maverick_50,run_013,profile.dia,profile,True,10 h,keep,10 h,"DIA is appropriate, but further verification is needed with meal logging."
real_llama4maverick_50,run_013,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM are appropriately enabled for glucose management.
real_llama4maverick_50,run_013,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are appropriate given the current glucose management strategy.
real_llama4maverick_50,run_013,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are appropriate for the current configuration.
real_llama4maverick_50,run_013,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=20 U,High max IOB limit poses a risk; reducing it will improve safety.
real_llama4maverick_50,run_013,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is appropriately enabled and configured.
real_llama4maverick_50,run_013,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption model settings are appropriate given the absence of meal logging.
real_llama4maverick_50,run_014,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Reasonable basal rate; verify with meal data.
real_llama4maverick_50,run_014,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,Reasonable CR; verify with meal data.
real_llama4maverick_50,run_014,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,Reasonable CR; verify with meal data.
real_llama4maverick_50,run_014,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,Reasonable CR; verify with meal data.
real_llama4maverick_50,run_014,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,Reasonable CR; verify with meal data.
real_llama4maverick_50,run_014,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,Reasonable CR; verify with meal data.
real_llama4maverick_50,run_014,profile.dia,profile,True,10 h,keep,10 h,Reasonable DIA; verify with meal data.
real_llama4maverick_50,run_014,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,Reasonable ISF; verify with correction bolus responses.
real_llama4maverick_50,run_014,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Reasonable target; verify with glucose patterns.
real_llama4maverick_50,run_014,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Reasonable target; verify with glucose patterns.
real_llama4maverick_50,run_014,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Reasonable target; verify with glucose patterns.
real_llama4maverick_50,run_014,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM is active and useful; keep as is.
real_llama4maverick_50,run_014,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Reasonable SMB activation conditions; keep as is.
real_llama4maverick_50,run_014,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Reasonable SMB delivery settings; keep as is.
real_llama4maverick_50,run_014,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,"{""max_basal_u_per_hour"": 6, ""max_iob_units"": 10}",High limits pose a risk; reduce to safer values.
real_llama4maverick_50,run_014,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and reasonable; keep as is.
real_llama4maverick_50,run_014,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Reasonable carb absorption settings; keep as is.
real_llama4maverick_50,run_015,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change basal rate.
real_llama4maverick_50,run_015,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_015,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_015,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_015,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_015,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No meal data to assess CR effectiveness.
real_llama4maverick_50,run_015,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change DIA.
real_llama4maverick_50,run_015,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change ISF.
real_llama4maverick_50,run_015,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Targets appear generally appropriate.
real_llama4maverick_50,run_015,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Targets appear generally appropriate.
real_llama4maverick_50,run_015,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Targets appear generally appropriate.
real_llama4maverick_50,run_015,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB/UAM settings are generally appropriate.
real_llama4maverick_50,run_015,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are generally appropriate.
real_llama4maverick_50,run_015,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are generally appropriate.
real_llama4maverick_50,run_015,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,High max IOB poses a risk of excessive insulin dosing.
real_llama4maverick_50,run_015,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and generally appropriate.
real_llama4maverick_50,run_015,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,No meal data to assess carb absorption model.
real_llama4maverick_50,run_016,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Glucose patterns, evidence from basal_targets stage"
real_llama4maverick_50,run_016,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence for change
real_llama4maverick_50,run_016,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence for change
real_llama4maverick_50,run_016,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change
real_llama4maverick_50,run_016,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence for change
real_llama4maverick_50,run_016,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence for change
real_llama4maverick_50,run_016,profile.dia,profile,True,10 h,keep,10 h,No strong evidence for change
real_llama4maverick_50,run_016,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,Settings are appropriate
real_llama4maverick_50,run_016,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,Settings are appropriate
real_llama4maverick_50,run_016,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,Settings are appropriate
real_llama4maverick_50,run_016,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Settings are generally appropriate but high max IOB
real_llama4maverick_50,run_016,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Settings are appropriate
real_llama4maverick_50,run_016,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Settings are appropriate
real_llama4maverick_50,run_017,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,"Evidence from glucose patterns, uncertainty due to limited meal data, dependencies on basal_targets and safety_overview."
real_llama4maverick_50,run_017,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,"No strong evidence to change, dependencies on basal_targets."
real_llama4maverick_50,run_017,profile.dia,profile,True,10 h,keep,10 h,"No strong evidence to change, dependencies on profile_cr_isf_dia."
real_llama4maverick_50,run_017,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB/UAM is active and generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_017,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,"SMB activation conditions are generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_017,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,"SMB delivery settings are generally appropriate, dependencies on automation_smb_uam."
real_llama4maverick_50,run_017,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,"Max basal and max IOB limits are set high but generally safe, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_017,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,"Dynamic ISF is enabled and generally appropriate, dependencies on automation_sensitivity_limits."
real_llama4maverick_50,run_017,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,"Carb absorption model settings are generally appropriate, dependencies on meal_ecarbs_absorption."
real_llama4maverick_50,run_018,profile.basal.00_00,profile,True,0.6 U/h,keep,0.6 U/h,"Basal rate seems appropriate. Evidence: Basal rate settings and glucose patterns. Uncertainty: Medium. Dependencies: data_quality, safety_overview."
real_llama4maverick_50,run_018,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,Basal rate seems appropriate. Evidence: Basal rate settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,CR seems appropriate. Evidence: CR settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,CR seems appropriate. Evidence: CR settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,CR seems appropriate. Evidence: CR settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,CR seems appropriate. Evidence: CR settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,CR seems appropriate. Evidence: CR settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,ISF seems appropriate. Evidence: ISF settings. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,Target seems appropriate. Evidence: Target settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,Target seems appropriate. Evidence: Target settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,Target seems appropriate. Evidence: Target settings. Uncertainty: Low. Dependencies: basal_targets.
real_llama4maverick_50,run_018,profile.dia,profile,True,10 h,keep,10 h,DIA seems appropriate. Evidence: DIA setting. Uncertainty: Low. Dependencies: profile_cr_isf_dia.
real_llama4maverick_50,run_018,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,"SMB/UAM is enabled and being used. Evidence: SMB/UAM settings. Uncertainty: Low. Dependencies: safety_overview, basal_targets, profile_cr_isf_dia."
real_llama4maverick_50,run_018,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions seem appropriate. Evidence: SMB activation settings. Uncertainty: Low. Dependencies: automation_smb_uam.
real_llama4maverick_50,run_018,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings seem appropriate. Evidence: SMB delivery settings. Uncertainty: Low. Dependencies: automation_smb_uam.
real_llama4maverick_50,run_018,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,change,max_basal_u_per_hour=12 U/h; max_iob_units=15 U,"High max IOB could be risky. Evidence: Max IOB setting and glucose patterns. Uncertainty: Medium. Dependencies: safety_overview, automation_smb_uam."
real_llama4maverick_50,run_018,aaps.core.sensitivity,aaps,True,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,keep,autosens_enabled=false; dynamic_sensitivity_enabled=true; autosens_raises_target=false; autosens_lowers_target=false; dynamic_isf_adjustment_factor_percent=70 %,Dynamic ISF is enabled and seems appropriate. Evidence: Dynamic ISF settings. Uncertainty: Medium. Dependencies: automation_sensitivity_limits.
real_llama4maverick_50,run_018,aaps.core.carb_absorption,aaps,True,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,keep,min_5m_carbimpact=8 mg/dL/5 min; meal_max_absorption_hours=7 h,Carb absorption settings seem appropriate. Evidence: Carb absorption settings. Uncertainty: Low. Dependencies: meal_ecarbs_absorption.
real_llama4maverick_50,run_019,profile.basal.00_00,profile,True,0.6 U/h,change,0.65 U/h,Evidence from glucose patterns; uncertainty in current basal rate effectiveness; depends on data quality and safety overview.
real_llama4maverick_50,run_019,profile.basal.05_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.basal.06_00,profile,True,0.8 U/h,keep,0.8 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.basal.10_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.basal.16_00,profile,True,0.5 U/h,keep,0.5 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.basal.18_00,profile,True,0.6 U/h,keep,0.6 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.basal.19_00,profile,True,0.7 U/h,keep,0.7 U/h,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.cr.00_00,profile,True,13 g/U,keep,13 g/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.cr.04_00,profile,True,11.1 g/U,keep,11.1 g/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.cr.08_00,profile,True,13.2 g/U,keep,13.2 g/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.cr.16_00,profile,True,10.5 g/U,keep,10.5 g/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.cr.20_00,profile,True,12.6 g/U,keep,12.6 g/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.isf.00_00,profile,True,56 mg/dL/U,keep,56 mg/dL/U,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,profile.target.00_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.target.08_00,profile,True,100 mg/dL,keep,100 mg/dL,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.target.23_00,profile,True,90 mg/dL,keep,90 mg/dL,No strong evidence to change; depends on basal_targets.
real_llama4maverick_50,run_019,profile.dia,profile,True,10 h,keep,10 h,No strong evidence to change; depends on profile_cr_isf_dia.
real_llama4maverick_50,run_019,aaps.core.smb_uam,aaps,True,smb_enabled=true; uam_enabled=true,keep,smb_enabled=true; uam_enabled=true,SMB and UAM are appropriately enabled; no change suggested.
real_llama4maverick_50,run_019,aaps.core.smb_activation,aaps,True,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,keep,smb_always_enabled=true; smb_with_cob_enabled=false; smb_after_carbs_enabled=false; smb_with_temp_target_enabled=true; smb_with_high_temp_target_enabled=false,SMB activation conditions are appropriately set; no change suggested.
real_llama4maverick_50,run_019,aaps.core.smb_delivery,aaps,True,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,keep,smb_interval_minutes=3 min; max_smb_basal_minutes=15 min; max_uam_smb_basal_minutes=20 min,SMB delivery settings are appropriately set; no change suggested.
real_llama4maverick_50,run_019,aaps.core.safety_limits,aaps,True,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,keep,max_basal_u_per_hour=12 U/h; max_iob_units=25 U,Max basal and IOB limits are set high; consider verifying if ever reached.
