experiment,run_id,status,error,model,wall_time_s,est_cost_usd,input_tokens_total,output_tokens_total,json_extracted,extraction_method,fully_compliant,schema_score,n_violations,violations,first_pass_json,first_pass_method,first_pass_compliant,first_pass_sections,n_repairs,app_outcome,app_accepted,prompt_only_violations,n_prompt_only_violations,repair_rows_changed,repair_decisions_changed,repair_decisions_changed_keys,repair_profile_focus_changed,n_change,n_keep,n_verify,changed_keys,profile_rec_focus,profile_rec_decision,profile_rec_confidence,profile_rec_text,meal_confidence,meal_n_exceptions,meal_suggestion,n_recommendations,primary_rec_area,primary_rec_title,primary_rec_priority,rec_areas,n_issues,n_strengths,n_implementation_steps,summary,summary_chars
real_gemini36flash_50,run_031,completed,,gemini-3.6-flash,108.38,,145119,13313,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight glucose target from 90 mg/dL to 100 mg/dL between 23:00 and 08:00.,medium,2,"Log meal carbohydrates consistently in AAPS with a 10-15 minute prebolus delivering 50-60% immediate upfront bolus, modeling the remaining 40-50% as e-carbs over 2-3 hours to match GLP-1 delayed gastric absorption and prevent reactive UAM SMB stacking.",3,smb,Reduce Maximum IOB and Maximum Basal Safety Limits,safety,smb;target;cr,6,4,5,"Analysis of 14 days of Nightscout telemetry (3,995 entries, 98.7% CGM coverage) reveals excellent overall Time in Range (86.0%), but highlights a significant hypoglycemia risk (Time Below Range 5.1%, exceeding the <4.0% clinical target). Hypoglycemia is concentrated overnight (18.5% TBR at 01:00) and in the late afternoon/evening (15.3% TBR at 19:00). A core operational driver is unannounced meal dosing: zero carbohydrate entries are recorded, forcing AAPS to rely entirely on Unannounced Meal (UAM) detection and automated Super Micro Boluses (SMBs). This delayed insulin delivery during postprandial spikes—compounded by GLP-1 co-therapy and aggressive dynamic sensitivity—stacks insulin that hits after glucose peaks, causing severe secondary drops. Recommendations prioritize tightening safety limits and raising overnight targets before adjusting meal strategies.",872
real_gemini36flash_50,run_032,completed,,gemini-3.6-flash,96.95,,143160,12279,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise the overnight target from 90 mg/dL to 100 mg/dL between 23:00 and 08:00 to reduce nocturnal hypoglycemia.,medium,2,"Transition from total reliance on unannounced meals (UAM) to logging carbohydrates in AAPS prior to meals. Given GLP-1 gastric slowing, combine a modest immediate pre-meal bolus (e.g., 30-50%) with extended carbohydrate (e-carb) entry spanning 3-4 hours to prevent UAM insulin stacking.",2,target,Raise Overnight Target Setting,safety,target;aaps,4,3,4,"Analysis of 14 days of Nightscout telemetry reveals overall solid glycemic control with a Time in Range (70-180 mg/dL) of 86.0% and an average glucose of 121.6 mg/dL. However, safety is compromised by high nocturnal hypoglycemia (10.1%-18.5% Time Below Range between 23:00 and 03:00) and substantial afternoon volatility (peak 32.1% Time Above Range at 16:00 followed by 15.3% Time Below Range at 19:00). Zero carbohydrates are logged in Nightscout, forcing AAPS Unannounced Meal (UAM) logic to manage all meal responses. Delayed gastric emptying from GLP-1 agonist therapy causes UAM to accumulate excessive insulin on late meal waves, leading to postprandial drop-offs. Disproportionately high AAPS safety ceilings (Max IOB 25 U, Max Basal 12 U/h) and an overnight target of 90 mg/dL compound these risks.",807
real_gemini36flash_50,run_033,completed,,gemini-3.6-flash,101.86,,143033,11198,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,"Raise target glucose from 90 mg/dL to 100 mg/dL between 23:00 and 08:00 to eliminate nocturnal hypoglycemia, while keeping basal rates unchanged until target effects are evaluated.",medium,1,"Currently, 100% of meals are unannounced (0% prebolus, 0% upfront bolus) relying entirely on reactive UAM SMBs. Under GLP-1 co-therapy, transition to logging meal carbohydrates with a 10-15 minute prebolus or entering extended carbohydrates (e-carbs over 3-4 hours) to prevent reactive afternoon SMB stacking and subsequent evening crashes.",3,smb,Tighten AAPS Max IOB and Max Basal Safety Limits,safety,smb;target;cr,5,4,4,"Analysis of 14 days of Nightscout telemetry (3,995 CGM readings, 98.7% coverage) indicates strong overall glycemic control with an average glucose of 121.6 mg/dL and 86.0% Time in Range (70-180 mg/dL). However, safety concerns exist regarding hypoglycemia (5.1% Time Below Range <70 mg/dL), particularly overnight between 23:00 and 04:00 local time (up to 18.5% TBR at 01:00) and during the evening around 19:00 local time (15.3% TBR). The system operates with zero logged carbohydrates, relying entirely on Unannounced Meal (UAM) handling and automated Super Micro Boluses (SMBs). In combination with GLP-1 co-therapy (1.25 mg doses) and a 10-hour DIA, highly permissive automation safety limits (max IOB 25 U, max basal 12 U/h relative to ~19.7 U/day average TDD) allow late insulin stacking that drives evening crashes. A tight 90 mg/dL overnight target exacerbates nocturnal hypoglycemia. Addressing safety limits and raising the overnight target are the top safe optimization priorities.",992
real_gemini36flash_50,run_034,completed,,gemini-3.6-flash,102.45,,144482,12538,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target glucose from 90 mg/dL to 100 mg/dL between 23:00 and 08:00.,medium,1,Transition from 100% unannounced meal (UAM) reliance to prebolusing meals 10-15 minutes prior to eating with immediate upfront boluses. This suppresses the steep 14:00-17:00 postprandial spike and prevents Dynamic ISF from over-delivering trailing SMBs.,3,smb,Reduce Max IOB and Max Basal Safety Limits,safety,smb;target;smb,5,3,5,"14-day Nightscout analysis reveals strong overall Time in Range (86.0%), but significant safety risks from Time Below Range (5.1%), peaking overnight (18.5% at 01:00) and in the evening (15.3% at 19:00). High afternoon glucose spikes (up to 293 mg/dL) occur due to 100% reliance on Unannounced Meals (0 logged carbs), triggering aggressive Dynamic ISF SMB microboluses that accumulate high IOB under a 10-hour DIA tail. In addition, max IOB (25.0 U) and max basal (12.0 U/h) limits are excessively wide relative to the total daily dose (~19.7 U/day).",550
real_gemini36flash_50,run_035,completed,,gemini-3.6-flash,108.21,,144030,13241,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,1,22,0,aaps.core.safety_limits,target,keep,high,"Keep all profile basal, CR, ISF, DIA, and target settings unchanged. Reduce AAPS Max IOB to 10 U and log meal carbohydrates upfront for 3 consecutive days before evaluating profile changes.",medium,1,"Transition from unannounced meal processing to upfront meal bolusing. Announce meals with exact carbohydrate entries 10-15 minutes prior to eating, delivering 100% of the calculated bolus immediately. Allow UAM and SMB to make minor micro-adjustments rather than carrying the entire meal dose.",2,smb,Reduce Max IOB Safety Limit,safety,smb;cr,5,4,4,"Analysis of 14 days of Nightscout telemetry shows good overall glycemic control with a Mean Glucose of 121.6 mg/dL, Standard Deviation of 39.7 mg/dL, and Time in Range (70-180 mg/dL) of 86.0%. However, Time Below Range (< 70 mg/dL) is elevated at 5.1%, driven primarily by severe late-afternoon postprandial hypoglycemic crashes (peaking at 15.3% TBR at 19:00 local) and overnight low exposure (peaking at 18.5% TBR at 01:00 local). Zero meal carbohydrates were logged in Nightscout over the 14-day period. As a result, AAPS relied entirely on Unannounced Meal (UAM) processing and Dynamic ISF (which scaled effective ISF down to 27.8-37.9 mg/dL/U during peaks). This triggered aggressive automated SMB microbolusing and excessive IOB accumulation (up to 5.9 U active IOB), leading directly to post-meal over-dosing and trailing hypoglycemic episodes.",851
real_gemini36flash_50,run_036,completed,,gemini-3.6-flash,97.86,,145281,12900,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,6,17,0,aaps.core.safety_limits;profile.basal.00_00;profile.basal.18_00;profile.basal.19_00;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target (23:00-08:00) from 90 mg/dL to 100 mg/dL and reduce overnight basal (00:00-05:00) from 0.6 U/h to 0.5 U/h.,medium,1,"Log meal carbohydrates in AAPS, administer a 50% upfront meal bolus 10-15 minutes prior to eating, and allow UAM/SMB automation to smoothly cover remaining absorption delayed by GLP-1 therapy.",3,target,Raise Overnight Target to Reduce Hypoglycemia,safety,target;basal;smb,4,3,5,"Over a 14-day analysis period, glucose management showed a strong overall Time in Range (86.0%) and mean glucose of 121.6 mg/dL. However, significant safety risks exist due to recurrent overnight hypoglycemia (TBR up to 18.5% at 01:00 local time) and late-afternoon/evening hypoglycemia (TBR up to 15.3% at 19:00). A primary driver is unannounced meal handling combined with weekly GLP-1 dosing: unlogged meals force AAPS UAM/SMB logic to issue heavy micro-bolus stacks during late-afternoon glucose surges, which then crash into high evening profile basals and low target settings.",582
real_gemini36flash_50,run_037,completed,,gemini-3.6-flash,101.96,,145333,13388,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,aaps.core.safety_limits;profile.basal.00_00,basal,change,high,Reduce the 00:00–05:00 basal segment from 0.60 U/h to 0.50 U/h in the active AAPS profile.,medium,2,"Administer a 15–20 minute prebolus before meals delivering 50% of estimated carbs upfront, log the remaining 50% as e-carbs over a 4-hour extended absorption duration in AAPS, and allow SMB/UAM automation to manage residual postprandial variance.",3,basal,Reduce Midnight Basal Rate (00:00–05:00),high,basal;safety_limits;meal_strategy,3,3,6,"Over the 14-day analysis period, CGM data demonstrated strong overall glycemic control with a Time in Range (70–180 mg/dL) of 86.0% and a mean glucose of 121.6 mg/dL. However, significant safety concerns exist due to recurrent hypoglycemia (Time Below Range = 5.1%, exceeding the <4% target). Hypoglycemia is heavily concentrated in two specific windows: early night (00:00–03:00 local time, reaching 18.5% TBR at 01:00) and early evening (18:00–19:00 local time, reaching 15.3% TBR at 19:00). AAPS automation relies entirely on unannounced meal (UAM) logic due to zero logged carb treatments. Delayed gastric emptying from GLP-1 co-therapy creates late postprandial glucose rises, which trigger aggressive dynamic ISF scaling and high UAM SMB delivery, driving late postprandial glucose crashes. Additionally, excessive safety limits (Max IOB 25 U, Max Basal 12 U/h) present an unnecessary safety risk.",903
real_gemini36flash_50,run_038,completed,,gemini-3.6-flash,110.88,,144787,13229,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,4,19,0,aaps.core.safety_limits;aaps.core.sensitivity;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target segments (00:00 and 23:00) from 90 mg/dL to 100 mg/dL.,medium,1,Transition from 100% UAM reliance to logging meal carbohydrates with a 10-15 minute pre-bolus delivering 70-80% of estimated meal insulin upfront.,3,aaps,Tighten AAPS Safety Limits (Max IOB & Max Basal),safety,aaps;target;aaps,5,3,5,"14-day analysis of Nightscout telemetry shows strong overall Time in Range (86.0% between 70-180 mg/dL) with an average glucose of 121.6 mg/dL. However, safety concerns exist due to an elevated Time Below Range of 5.1% (target <4.0%), featuring two distinct hypoglycemia clusters: overnight (23:00-03:00 local, up to 18.5% TBR) and late afternoon (18:00-19:00 local, 15.3% TBR). The overnight lows are driven by an aggressive 90 mg/dL target during sleep. The late afternoon lows result from unannounced meals (UAM) triggering aggressive Dynamic ISF (70% factor) and SMB microboluses, which stack insulin during postprandial surges and over-correct 2-4 hours later. Addressing safety limits, raising overnight targets, and incorporating pre-bolusing for meals will reduce severe hypoglycemia risk while preserving overall control.",830
real_gemini36flash_50,run_039,completed,,gemini-3.6-flash,114.7,,145237,13366,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,aaps.core.safety_limits;profile.basal.00_00,basal,change,high,Reduce the 00:00 basal segment from 0.6 U/h to 0.5 U/h to eliminate nocturnal hypoglycemia between 00:00 and 03:00 local time.,high,2,"Announce main meals with a 10-15 minute pre-bolus delivering 100% upfront bolus for standard meals, and use e-carbs over 2-3 hours for high-fat or slow-absorbing meals. Allow UAM/SMB to manage minor unannounced snacks only.",3,smb,Tighten AAPS Max IOB and Max Basal Safety Limits,safety,smb;basal;cr,5,4,5,"Analysis of 14 days of Nightscout telemetry shows strong overall glycemic control (86.0% Time in Range, average glucose 121.6 mg/dL, CV 32.6%), but reveals critical safety vulnerabilities: Time Below Range (<70 mg/dL) is 5.1%, concentrated in midnight-to-3am nocturnal lows (up to 18.5% TBR at 01:00) and late-afternoon post-meal rebounds (15.3% TBR at 19:00). Max IOB (25 U) exceeds total daily insulin requirements (~19.7 U/day), and Max Basal (12 U/h) is 15x highest scheduled basal, allowing automated UAM and Dynamic ISF to over-deliver insulin during unannounced meal spikes.",581
real_gemini36flash_50,run_040,completed,,gemini-3.6-flash,116.62,,146995,14087,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise nocturnal target segments (23:00–08:00) from 90 mg/dL to 100 mg/dL.,medium,1,Log meal carbohydrates 10–15 minutes prior to eating (100% prebolus) and enable SMB/UAM to handle residual absorption. Avoid relying solely on reactive UAM SMB micro-boluses for meal coverage.,3,target,Raise Overnight Target Segment to 100 mg/dL,safety,target;safety_limits;meal_strategy,5,4,5,"Over a 14-day analysis period, overall Time in Range (70–180 mg/dL) was strong at 86.0% with a mean glucose of 121.6 mg/dL. However, significant safety concerns were identified: nocturnal Time Below Range (<70 mg/dL) reached 10.1%–18.5% between 23:00 and 04:00 local time, driven by an aggressive overnight target of 90 mg/dL and elevated baseline overnight basal rates. Additionally, zero meal carbohydrates were logged in Nightscout, forcing the AAPS system to rely entirely on reactive Unannounced Meal (UAM) SMB micro-boluses. This creates late-afternoon postprandial spikes (reaching 286–293 mg/dL between 14:00 and 17:00 local time) followed by secondary hypoglycemic crashes at 19:00 local time (15.3% Time Below Range). Safety limits for Max IOB (25 U) and Max Basal (12 U/h) are also excessively loose relative to the total daily dose (~19.7 U/day).",858
real_gemini36flash_50,run_041,completed,,gemini-3.6-flash,102.35,,145578,12571,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target segment (23:00 to 08:00) from 90 mg/dL to 100 mg/dL to reduce overnight hypoglycemia risk.,medium,2,"Transition from 100% unannounced meals to entering meal carbs upfront with a 10-15 minute prebolus for primary meals, or utilize extended carb absorption profiles to match GLP-1 gastric slowing and eliminate late afternoon insulin stacking.",3,smb,Tighten AAPS Max IOB and Max Basal Safety Limits,safety,smb;target;cr,5,4,5,"['Over 14 days of CGM telemetry (98.7% coverage), glycemic outcomes demonstrate an overall Time in Range (70-180 mg/dL) of 86.0% with an average glucose of 121.6 mg/dL and CV of 32.6%.', 'Safety hazards are present: recurrent late-night/overnight hypoglycemia (10.1% to 18.5% TBR between 23:00 and 03:00 local time) and postprandial rebound drops around 18:00-19:00 local time (15.3% TBR).', 'The system operates in 100% Unannounced Meal (UAM) mode with zero carb entries logged over 14 days. Postprandial spikes in the afternoon (TAR 32.1% at hour 16) cause aggressive Dynamic ISF scaling and frequent SMB microboluses, leading to late afternoon insulin stacking and subsequent hypoglycemia.', 'AAPS safety bounds are excessively wide for a ~19.7 U total daily dose (TDD): max_iob_units is set to 25 U (127% of TDD) and max_basal_u_per_hour is set to 12 U/h (15-24x baseline basal).']",885
real_gemini36flash_50,run_042,completed,,gemini-3.6-flash,109.93,,144742,12495,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase the overnight target segment from 90 mg/dL to 100 mg/dL starting at 23:00 local time.,medium,2,"Transition from 100% unannounced meal reliance to entering meal carbohydrates in AAPS with a 15-minute pre-bolus for standard meals, and use extended e-carbs (30-50% upfront, balance over 3-4 hours) for slow-absorbing or GLP-1 impacted meals.",3,target,Raise Overnight Target to 100 mg/dL,safety,target;smb;cr,5,4,5,"Analysis of 14 days of Nightscout telemetry reveals a high overall Time in Range (86.0%), but with significant nocturnal hypoglycemia (up to 18.5% Time Below Range at 01:00 local time) and recurrent late-afternoon hyperglycemia (peak TAR 32.1% at 16:00 local time) followed by evening postprandial drops (15.3% TBR at 19:00). The user currently logs zero carbohydrate entries, relying entirely on AAPS Unannounced Meal (UAM) detection, automated SMBs every 3 minutes, and dynamic ISF scaling. Confounding factors include periodic GLP-1 administration (which delays gastric emptying) and wide safety caps (Max IOB 25 U, Max Basal 12 U/h) relative to a ~19.7 U Total Daily Dose.",676
real_gemini36flash_50,run_043,completed,,gemini-3.6-flash,97.28,,143602,12438,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase the overnight target segments (23:00–08:00) from 90 mg/dL to 100 mg/dL.,medium,2,"Transition from unannounced meal (UAM) reactive microbolusing to entering carbohydrates with a 10–15 minute prebolus and giving 50–70% of the calculated bolus upfront. Allow AAPS automated SMB/UAM to manage remaining absorption, accommodating GLP-1 delayed gastric emptying while preventing initial spikes and postprandial crashes.",3,smb,Tighten AAPS Max IOB and Max Basal Safety Limits,safety,smb;target;cr,5,3,5,"Analysis of 14 days of Nightscout telemetry (3,995 entries, 98.7% coverage) reveals excellent overall Time in Range (86.0%) and mean glucose of 121.6 mg/dL. However, Time Below Range (5.1%) exceeds clinical safety standards (<4.0%), driven by two distinct patterns: nocturnal hypoglycemia (18.5% TBR at 01:00) under a tight 90 mg/dL target, and late-afternoon postprandial crashes (15.3% TBR at 19:00) caused by unannounced meal (UAM) microbolus stacking under aggressive Dynamic ISF scaling. Furthermore, max IOB (25 U) and max basal (12 U/h) settings pose significant safety risks relative to the user's 19.7 U average daily insulin dose.",640
real_gemini36flash_50,run_044,completed,,gemini-3.6-flash,89.61,,142891,11837,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Raise overnight target setting (23:00 to 08:00) from 90 mg/dL to 100 mg/dL.,high,1,Log meal carbohydrates and deliver a 100% bolus 10 to 15 minutes before meals using profile CR. Retain SMB and UAM as automated backstops for unexpected variance rather than primary meal coverage. Reserve e-carbs (extended carbs) for high-fat or high-protein meals absorbed over 2 to 4 hours.,3,smb,Reduce AAPS Max IOB and Max Basal Safety Limits,safety,smb;target;cr,4,3,4,"14-day Nightscout audit reveals good CGM coverage (98.7%) with a mean glucose of 121.6 mg/dL and 86.0% Time in Range. However, Time Below Range is 5.1%, exceeding the 4.0% clinical safety threshold. Primary hypo clusters occur late at night (23:00–03:00 local time, up to 18.5% below range) and early evening (19:00, 15.3% below range). AAPS automation currently runs with full UAM/SMB enabled but without logged carb treatments, relying heavily on dynamic ISF and unannounced meal detection. Crucially, AAPS safety limits are set excessively wide (Max IOB 25 U vs. TDD ~19.7 U, Max Basal 12 U/h), allowing severe algorithm stacking after unannounced meal rises.",662
real_gemini36flash_50,run_045,completed,,gemini-3.6-flash,102.24,,143463,11879,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Change overnight target segments (00:00–08:00 and 23:00–00:00) from 90 mg/dL to 100 mg/dL.,high,1,"Transition from unannounced meals to upfront carbohydrate announcements with a 10–15 minute pre-bolus delivering 100% of calculated meal insulin, while relying on SMB/UAM only for minor postprandial residual corrections.",3,target,Raise Overnight Target to Reduce Night-time Hypoglycemia,safety,target;safety_limits;meal_strategy,3,3,4,"Analysis of 14 days of telemetry (3,995 CGM entries, 98.7% coverage) reveals strong overall Time in Range (86.0%), but clinically elevated Time Below Range (5.1%), heavily clustered overnight (00:00–04:00 local, up to 18.5% TBR at 01:00) and in the late afternoon (18:00–19:00 local, 15.3% TBR). The system operates with zero logged carbohydrates, relying entirely on Unannounced Meals (UAM) and SMB microboluses driven by Dynamic ISF. An overnight target of 90 mg/dL provides insufficient safety margin, while excessive safety limits (Max IOB 25 U vs TDD ~19.7 U/day) create severe over-dosing vulnerability.",609
real_gemini36flash_50,run_046,completed,,gemini-3.6-flash,90.37,,145424,12913,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,aaps.core.safety_limits;aaps.core.sensitivity,basal,keep,high,Maintain active basal profile segments unchanged and verify fasting stability during zero-IOB windows.,medium,1,Announce main meals and bolus 10–15 minutes prior to eating (100% upfront bolus) to eliminate UAM detection lag. Retain UAM SMBs as a backup for unannounced snacks or minor carb underestimates.,2,aaps,Reduce Max IOB and Max Basal safety limits to match Total Daily Dose,safety,aaps;smb,3,3,5,"Over a 14-day analysis period, CGM coverage was excellent (98.7%) with a mean glucose of 121.6 mg/dL and 86.0% Time in Range (70–180 mg/dL). However, Time Below Range (5.1%) exceeds clinical targets (<4.0%), driven by recurrent hypoglycemia clusters in the early evening (18:00–19:00 local, 15.3% TBR) and early night (00:00–03:00 local, 10–18% TBR). These lows consistently follow pronounced afternoon hyperglycemic spikes (13:00–17:00 local, up to 32.1% TAR). Because zero carbohydrates were logged over the 14 days, the system relies entirely on unannounced meal (UAM) SMB delivery. Delayed insulin delivery leads to sharp post-meal rises, which trigger aggressive Dynamic ISF SMB auto-dosing. Permissive safety limits (Max IOB = 25 U, Max Basal = 12 U/h) allow excessive insulin stacking, resulting in steep drops and rebound hypoglycemia. Fasting glucose from 04:00 to 08:00 local is stable (95%+ TIR), indicating underlying basal rates are well-tuned.",957
real_gemini36flash_50,run_047,completed,,gemini-3.6-flash,138.25,,193526,21581,True,strict,False,0.9706,1,steps with invalid status [] / confidence ['meal_ecarbs_absorption'],True,strict,False,analysis_steps.meal_ecarbs_absorption.confidence,1,accepted_first_pass,True,steps_enums_valid,1,0.0,0.0,,False,4,19,0,aaps.core.safety_limits;profile.basal.00_00;profile.target.00_00;profile.target.23_00,target,change,high,"Raise overnight target from 90 mg/dL to 100 mg/dL between 23:00 and 08:00, and decrease basal rate at 00:00 from 0.6 U/h to 0.5 U/h.",medium,1,"Administer a 10–15 minute pre-bolus for standard meals covering 100% of estimated carbohydrates upfront, using active CR while relying on SMB/UAM as a secondary backstop without using e-carbs unless slow-absorbing high-fat/protein meals are consumed.",3,target,Raise Overnight Glucose Target,safety,target;basal;aaps,4,3,5,"['Analysis of 14 days of CGM and AAPS telemetry demonstrates excellent overall Time in Range (86.0%), but highlights two significant glycemic safety risks: nocturnal hypoglycemia between 00:00 and 03:00 local time (TBR up to 18.5%) and late afternoon drops around 18:00–19:00 local time (TBR 15.3%).', 'Postprandial glycemic spikes reach 23.6%–32.1% Time Above Range between 14:00 and 16:00 local time. Because carbohydrate entries are unannounced in Nightscout, AAPS relies heavily on UAM microbolusing and Dynamic ISF (scaling ISF down to 27.8–37.9 mg/dL/U at peak glucose), which drives steep late drops into hypoglycemia.', 'Safety limits are currently set unusually wide (Max IOB = 25 U, Max Basal = 12 U/h relative to ~19.7 U average daily dose), offering minimal protection against insulin stacking during unannounced meal recoveries.']",843
real_gemini36flash_50,run_048,completed,,gemini-3.6-flash,100.34,,145135,12398,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,aaps.core.safety_limits;profile.basal.00_00,basal,change,high,Reduce the midnight (00:00) basal segment rate from 0.6 U/h to 0.5 U/h while keeping all other profile segments unchanged.,medium,1,Announce main meals with a 10-15 minute prebolus and a conservative upfront bolus (50-70% of meal carbs) rather than relying 100% on unannounced meal (UAM) detection. This flattens initial post-meal spikes and eliminates late UAM insulin stacking.,3,aaps,Restrict Max Basal and Max IOB Safety Guardrails,safety,aaps;basal;meal,5,4,4,"The 14-day analysis demonstrates strong overall glycemic control with 86.0% Time in Range (70-180 mg/dL) and an average glucose of 121.6 mg/dL. However, significant hypoglycemia risks exist, with Time Below Range (<70 mg/dL) reaching 5.1%, concentrated in the early morning (00:00-03:00, up to 18.5% TBR) and late afternoon (18:00-19:00, up to 15.3% TBR). The loop operates with zero logged carbohydrates, relying entirely on unannounced meal (UAM) detection and auto-SMBs. Excessive safety limits (Max IOB 25 U vs ~19.7 U/day TDD; Max Basal 12 U/h vs 0.8 U/h scheduled basal) create severe safety risks during meal spikes or sensor noise. Adjusting safety limits and reducing overnight basal are top priorities.",712
real_gemini36flash_50,run_049,completed,,gemini-3.6-flash,112.19,,143047,12488,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,3,20,0,aaps.core.safety_limits;profile.target.00_00;profile.target.23_00,target,change,high,Increase the overnight target segment (23:00-08:00) from 90 mg/dL to 100 mg/dL to reduce nocturnal hypoglycemia exposure.,medium,2,"Transition from 100% unannounced meals to entering carbohydrate estimates 10-15 minutes prior to meals with a 100% upfront bolus. For high-fat/protein meals or during active GLP-1 therapy, use eCarbs spread over 2-4 hours to match delayed gastric absorption and prevent late SMB stacking.",3,safety_limits,Reduce AAPS Max IOB and Max Basal Safety Limits,safety,safety_limits;target;meal_strategy,4,4,5,"14-day analysis of Nightscout telemetry for AAPS shows an average glucose of 121.6 mg/dL, TIR of 86.0%, TAR of 8.9%, and TBR of 5.1%. Hypoglycemia is significantly clustered overnight (00:00-03:00 local time, up to 18.5% TBR) and late afternoon/evening (18:00-20:00 local time, up to 15.3% TBR). The system currently operates without logged meal carbohydrate entries, causing AAPS to rely entirely on Unannounced Meal (UAM) detection and Small Microboluses (SMB) with Dynamic ISF (70%). This results in delayed insulin delivery during meal spikes, followed by late postprandial insulin stacking that directly drives evening and nocturnal lows.",643
real_gemini36flash_50,run_050,completed,,gemini-3.6-flash,108.58,,147249,13505,True,strict,True,1.0,0,,True,strict,True,,0,accepted_first_pass,True,,0,,,,,2,21,0,profile.target.00_00;profile.target.23_00,target,change,high,"Raise the overnight target setting from 90 mg/dL to 100 mg/dL between 23:00 and 08:00 (updating the 00:00 and 23:00 target segments). Keep all basal rates, carb ratios, ISF, and DIA unchanged until overnight glucose stability is re-evaluated.",medium,2,"When meals are unannounced, rely on AAPS SMB and UAM processing. If logging carbohydrates, prebolus 10-15 minutes before eating with a 50-70% upfront bolus, and enter complex or slow-digesting meals under GLP-1 therapy as extended carbs (e-carbs) spread over 3-5 hours to prevent late SMB over-dosing.",3,target,Raise Overnight Target to 100 mg/dL,safety,target;target;meal_strategy,4,4,5,"Over a 14-day evaluation period, glucose management demonstrates an overall Time in Range (70-180 mg/dL) of 86.0% with a mean glucose of 121.6 mg/dL and a Coefficient of Variation of 32.6%. However, Time Below Range (<70 mg/dL) stands at 5.1%, concentrated in two main windows: early overnight (00:00-04:00 local, peaking at 18.5% TBR at 01:00) and early evening (19:00 local, 15.3% TBR). Because zero carbohydrates are logged in Nightscout, AAPS operates entirely via Unannounced Meal (UAM) processing and automated SMB microboluses. Under co-administered GLP-1 therapy, delayed gastric emptying creates late postprandial glucose surges around 14:00-17:00 local (peaking at 32.1% TAR at 16:00). High glucose triggers aggressive Dynamic ISF scaling (lowering effective ISF down to 27.8 mg/dL/U), delivering heavy late SMBs that over-correct into 18:00-19:00 hypoglycemia. Modifying the overnight target from 90 mg/dL to 100 mg/dL provides an immediate, safe buffer against nocturnal lows, while logging carb meal timestamps will help decouple absorption delays from profile parameters.",1085
