experiment,run_id,step,status,confidence,in_workflow
real_gemini35flashlite_50,run_048,data_quality,completed,high,True
real_gemini35flashlite_50,run_048,safety_overview,completed,high,True
real_gemini35flashlite_50,run_048,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_048,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_048,automation_smb_uam,completed,medium,True
real_gemini35flashlite_50,run_048,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_048,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_048,meal_ecarbs_absorption,completed,high,True
real_gemini35flashlite_50,run_048,synthesis_plan,completed,high,True
real_gemini35flashlite_50,run_049,data_quality,completed,high,True
real_gemini35flashlite_50,run_049,safety_overview,completed,high,True
real_gemini35flashlite_50,run_049,basal_targets,completed,medium,True
real_gemini35flashlite_50,run_049,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_049,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_049,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_049,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_049,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_049,synthesis_plan,completed,medium,True
real_gemini35flashlite_50,run_050,data_quality,completed,high,True
real_gemini35flashlite_50,run_050,safety_overview,completed,high,True
real_gemini35flashlite_50,run_050,basal_targets,completed,high,True
real_gemini35flashlite_50,run_050,profile_cr_isf_dia,completed,medium,True
real_gemini35flashlite_50,run_050,automation_smb_uam,completed,high,True
real_gemini35flashlite_50,run_050,automation_sensitivity_limits,completed,high,True
real_gemini35flashlite_50,run_050,meal_bolus_strategy,completed,medium,True
real_gemini35flashlite_50,run_050,meal_ecarbs_absorption,completed,medium,True
real_gemini35flashlite_50,run_050,synthesis_plan,completed,high,True
